title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Computer Memory Type,tech_Maximum Memory Supported,tech_Memory Clock Speed,tech_Hard Drive Size,tech_Hard Disk Description,tech_Audio Details,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of USB 2.0 Ports,tech_Number of USB 3.0 Ports,tech_Number of HDMI Ports,tech_Voltage,tech_Optical Drive Type,tech_Rear Webcam Resolution,tech_Power Source,tech_Operating System,tech_Average Battery Standby Life (in hours),tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_Package Dimensions,tech_Hard Drive Interface,tech_Hard Disk Rotational Speed,tech_Hardware Platform,tech_Front Webcam Resolution,tech_Number of Lithium Metal Cells,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Wattage,tech_Lithium Battery Weight,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device interface - primary,tech_OS,tech_RAM,tech_Wireless communication technologies,tech_Connectivity technologies,tech_GPS,tech_Special features,tech_Display technology,tech_Other display features,tech_Other camera features,tech_Form factor,tech_Battery Power Rating,tech_Whats in the box,tech_Item part number,tech_Number of Ethernet Ports,tech_Notebook Display Technology,tech_Number of Microphone Ports
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 3500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Cloud Grey/1.6Kg), 82R1004AIN","36,499",https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Windows-82R1004AIN/dp/B0B4JRBGQ8/ref=sr_1_874?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-874&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Lenovo,Lenovo,IdeaPad,Cloud Grey,Thin & Light,18 Millimeters,23.6 Centimeters,15.6 Inches,1920 x 1080 pixel,1920X1080 Pixels,36 x 23.6 x 1.8 cm; 2.45 kg,1 Lithium Polymer batteries required. (included),82R1004AIN,AMD,Ryzen 5,3.7 GHz,4,8 GB,DDR4,DDR4 SDRAM,8 GB,2400 MHz,512 GB,SSD,"Headphones, Speakers","Stereo speakers, 1.5W x2, Dolby® Audio™",AMD Radeon Vega 8,AMD,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1,2,1,9.6 Volts,No Optical Drive,,Battery Powered,Windows 11 Home,8 Hours,9.5 Hours,Yes,,3,Laptop,,2 kg 450 g,B0B4JRBGQ8,"3.8
324 ratings
3.8 out of 5 stars","#37,509 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,074 in Traditional Laptops",20-Jun-22,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",36 x 23.6 x 1.8 Centimeters,1 Piece,Laptop,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft New Surface Pro (11th Edition) - Windows 11 Home Copilot + PC - 13” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - Platinum - ZHY-00014,"1,31,990",https://www.amazon.in/Microsoft-New-Surface-Pro-11th/dp/B0D92846T7/ref=sr_1_876?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-876&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Microsoft,Microsoft,Surface Pro,Platinum,Detachable,,,13 Inches,2880 x 1920 pixels,2880 x 1920 Pixels Per Inch,,1 Lithium Ion batteries required. (included),ZHY-00014,Qualcomm,,3.4 GHz,1,,,DDR5 RAM,,,512 GB,SSD,Speakers,Dolby Atmos,Qualcomm,Qualcomm,Integrated,DDR5 SDRAM,,Integrated,"Bluetooth, Wi-Fi",,,,,15 Volts,,,,Windows 11 Home,,10 Hours,Yes,48 Watt Hours,4,"PSU, QSG, Power Adopter, Manual Book, Safety and Warranty documents",China,895 g,B0D92846T7,,"#44,914 in Computers & Accessories (See Top 100 in Computers & Accessories)
#44 in 2 in 1 Laptops",10-Jul-24,"Tech-Com (Shanghai) Computer Co., Ltd. No. 68, SanZhuang Rd, Songjiang Export Processing Zone, Shanghai 201613, P.R. China","JAINA INDIA PRIVATE LIMITED Registered Office: D-170, OKHLA INDUSTRIAL AREA, PHASE 1, DELHI, 110020, INDIA",,1 Count,Laptop,30.8 x 22.8 x 4.9 cm; 895 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Nitro 5 12th Gen Intel Core i5 Gaming Laptop with 39.62 cm (15.6"") FHD IPS Display (Windows 11 Home/16 GB RAM/512 GB SSD/RTX 3050 Graphics/144 Hz/RGB Backlit), AN515-58, 2.5 KG","70,990",https://www.amazon.in/Acer-i5-12500H-Processor-15-6-inch-AN515-58/dp/B09X79JDC5/ref=sr_1_877?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-877&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Acer,Acer,AN515-58,Black,Netbook,26 Millimeters,36 Centimeters,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,27.1 x 36 x 2.6 cm; 2.5 kg,1 Lithium Ion batteries required. (included),AN515-58,Intel,Core i5,4.5 GHz,1,16 GB,DDR4,DDR4 SDRAM,32 GB,3200 MHz,512 GB,SSD,"Headphones, Speakers","DTS® X:Ultra Audio, featuring optimized Bass, Loudness, Speaker Protection with up to 6 custom content modes by smart amplifier, Built-in Dual Speakers, Immersive audio rendering over headphones and internal speakers",NVIDIA GeForce RTX 3050,NVIDIA,Dedicated,GDDR6,4 GB,AGP,"Bluetooth, WiFi Hotspot","Bluetooth, 802.11ax",,4,1,,,,Battery Powered,Windows,,5 Hours,Yes,57.5 Watt Hours,4,"Battery, Adaptor, Laptop",,2 kg 500 g,B09X79JDC5,"4.3
165 ratings
4.3 out of 5 stars","#37,397 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,067 in Traditional Laptops",05-Apr-22,"Compal Electronics Pvt Ltd, No.D01, Zone D, Air Port Section of LiangLu CunTan Free Trade Port Area, YuBei District, Chongqing, China","ACER INDIA PRIVATE LIMITED Embassy Heights, 6th Floor, No. 13 Magrath Road, Next to HOSMAT Hospital, Bangalore, INDIA – 560025",27.1 x 36 x 2.6 Centimeters,1 Piece,Laptops,,Solid State,,,,,,,,,65 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell 15 Thin & Light Laptop, AMD Ryzen R5-7520U Processor/ 8GB LPDDR5/ 512GB/ 15.6"" (39.62cm) FHD 120Hz 250 nits Display/Windows 11 + MSO'21/15 Month McAfee Antivirus/Black Color/ 1.63kg","39,470",https://www.amazon.in/Dell-Inspiron-R5-7520U-Processor-39-62cm/dp/B0C9F62HN5/ref=sr_1_878?dib=eyJ2IjoiMSJ9.ZWbwr5IleRpZUIJuf82C-BBNwMO7Zax1WmEHiWqiR0nILU_nY8uB9nrKKRnyiYfRCEC9SMswEi4fzKTB4S4h4gF8SAUKHJun9cvKuPS0-LDUAX-HZM4ByVac0-aqPZ-i0yaNaObQFkwQyvQnzopuPZCkWHNaQ0Gc7oSgeqGYWUYp6bivuI7ccdC055bNXuZ7LCaFPazsIy2JlA76a_aEZiCijeE5VuL7IxtWpfjdFpojPCc3Zkn0rNup4PNEZcZjjVWlBO54KYDkRDgH96pDnp7COYOUBSkrmNLbyNtmR3dxzNLXiVy3mJcmImHZ6Rht_nhNt7sYcKyZtlaeItPAeC3fLIK8Cxk-XNfKn6Z2DqI.IVMf2VkiytkAjgajWjuAdJ72CimOX-jgSFdOTbXE4GQ&dib_tag=se&qid=1737641383&s=computers&sr=1-878&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Dell,Dell India Pvt Ltd,Inspiron,Carbon Black,Ultra-Portable,,,15.6 Inches,1920 x 1080 pixel,,,1 Lithium Ion batteries required. (included),,AMD,Ryzen 5,4.3 GHz,1,8 GB,Lpddr 5,,16 GB,,512 GB,SSD,Speakers,,,AMD,Integrated,Shared,,Integrated,Wi-Fi,,1,2,,240 Volts,CD-R,0.92 MP,Battery Powered,Windows 11 Home,,,Yes,41 Watt Hours,1,"Laptop, Battery, AC Adapter, User Guide, Manuals",,1 kg 630 g,B0C9F62HN5,"4.6
6 ratings
4.6 out of 5 stars","#46,994 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,381 in Traditional Laptops",26-Jun-23,Dell India Pvt Ltd,Dell India Pvt Ltd,,1 Count,Laptop,46 x 35.4 x 7.2 cm; 1.63 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell 15 Thin & Light Laptop, AMD Ryzen R5-7520U Processor/ 8GB LPDDR5/ 512GB/ 15.6"" (39.62cm) FHD 120Hz 250 nits Display/Windows 11 + MSO'21/15 Month McAfee Antivirus/Black Color/ 1.63kg","39,470",https://www.amazon.in/Dell-Inspiron-R5-7520U-Processor-39-62cm/dp/B0C9F62HN5/ref=sr_1_889?dib=eyJ2IjoiMSJ9.HcYCJcphn7toLwzIFA3lPmTCAxurCfmwgjMBEYLRboupZadnGSfatTufQNB_-g9a1nBW2_d9WUErjhsNSg_5oTb1GBQVL3nDmCgJVporzgZLAYJZ3BOIaqJqs35Pjups8tnhZWsENjKxu521LEDhkrF7bwb640vukGndlKMQLOXlZAKsKaPh8R8XM-9gk9t_0p1zy7K0PL5HYqtyQch4yyiI5nYlzoIoyE3sIz08rjassO2FFtd5dSb78N4HtfbTvUspBM3CgSd2dZg5znKEaoVvTZtoTE1cBB1HCzaG4lMRYp_cySLOZdT6c-WCSImm2MisDw73GN8BksmrnFbKm6fyUzpegxPWyCfHp8PHdMw.cuuskQ7X_1QBEVAEIO8-NQErEkSMYTsFhAAO1Kuvgs8&dib_tag=se&qid=1737641860&s=computers&sr=1-889&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Dell,Dell India Pvt Ltd,Inspiron,Carbon Black,Ultra-Portable,,,15.6 Inches,1920 x 1080 pixel,,,1 Lithium Ion batteries required. (included),,AMD,Ryzen 5,4.3 GHz,1,8 GB,Lpddr 5,,16 GB,,512 GB,SSD,Speakers,,,AMD,Integrated,Shared,,Integrated,Wi-Fi,,1,2,,240 Volts,CD-R,0.92 MP,Battery Powered,Windows 11 Home,,,Yes,41 Watt Hours,1,"Laptop, Battery, AC Adapter, User Guide, Manuals",,1 kg 630 g,B0C9F62HN5,"4.6
6 ratings
4.6 out of 5 stars","#46,994 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,381 in Traditional Laptops",26-Jun-23,Dell India Pvt Ltd,Dell India Pvt Ltd,,1 Count,Laptop,46 x 35.4 x 7.2 cm; 1.63 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) JioBook 11 with Lifetime Office | Android 4G Laptop Mediatek 8788 (JioOS) | Octa-core | 4GB RAM | 64 eMMC Storage | Thin and Light Laptop (11.6 inch, 990 Grams) | Dual Band WiFi + SIM | Blue","10,725",https://www.amazon.in/Refurbished-JioBook-Lifetime-Mediatek-Octa-core/dp/B0DK78DGVS/ref=sr_1_890?dib=eyJ2IjoiMSJ9.HcYCJcphn7toLwzIFA3lPmTCAxurCfmwgjMBEYLRboupZadnGSfatTufQNB_-g9a1nBW2_d9WUErjhsNSg_5oTb1GBQVL3nDmCgJVporzgZLAYJZ3BOIaqJqs35Pjups8tnhZWsENjKxu521LEDhkrF7bwb640vukGndlKMQLOXlZAKsKaPh8R8XM-9gk9t_0p1zy7K0PL5HYqtyQch4yyiI5nYlzoIoyE3sIz08rjassO2FFtd5dSb78N4HtfbTvUspBM3CgSd2dZg5znKEaoVvTZtoTE1cBB1HCzaG4lMRYp_cySLOZdT6c-WCSImm2MisDw73GN8BksmrnFbKm6fyUzpegxPWyCfHp8PHdMw.cuuskQ7X_1QBEVAEIO8-NQErEkSMYTsFhAAO1Kuvgs8&dib_tag=se&qid=1737641860&s=computers&sr=1-890&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,JIO,"Hunan Greatwall Computer Systems Co., Ltd.",JioBook,Blue,Ultra-Portable,32.9 Centimeters,24.2 Centimeters,11.6 Inches,1366_x_768_pixels,1366 x 768 Pixels,8.7 x 24.2 x 32.9 cm; 990 g,,NB1112MM(BLU)-cr,MediaTek,Others,2 GHz,8,4 GB,LPDDR4,DDR4 SDRAM,4 GB,2 GHz,64 GB,Emmc,,,,MediaTek,Integrated,Shared,,,"Bluetooth, Wi-Fi",802.11a/b/g/n/ac,2,,,12 Volts,,,,JioOS,,8 Hours,Yes,,2,"Charger, Laptop,,,,,",,990 g,B0DK78DGVS,,"#51,237 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,528 in Traditional Laptops",17-Oct-24,,,8.7 x 24.2 x 32.9 Centimeters,1 Count,Laptop,,Solid State,,,,2,,,,,48 Watt Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Refurbished Inspiron 3520 Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 1TB HDD + 256GB SSD, 15.6"" (39.62cm) FHD WVA AG 120Hz 250 nits, Windows 11 + MSO'21, 15 Month McAfee, Black, 1.65Kgs","49,600",https://www.amazon.in/Dell-Inspiron-i5-1235U-39-62Cms-D560900WIN9B/dp/B0BH4T6T6Z/ref=sr_1_891?dib=eyJ2IjoiMSJ9.HcYCJcphn7toLwzIFA3lPmTCAxurCfmwgjMBEYLRboupZadnGSfatTufQNB_-g9a1nBW2_d9WUErjhsNSg_5oTb1GBQVL3nDmCgJVporzgZLAYJZ3BOIaqJqs35Pjups8tnhZWsENjKxu521LEDhkrF7bwb640vukGndlKMQLOXlZAKsKaPh8R8XM-9gk9t_0p1zy7K0PL5HYqtyQch4yyiI5nYlzoIoyE3sIz08rjassO2FFtd5dSb78N4HtfbTvUspBM3CgSd2dZg5znKEaoVvTZtoTE1cBB1HCzaG4lMRYp_cySLOZdT6c-WCSImm2MisDw73GN8BksmrnFbKm6fyUzpegxPWyCfHp8PHdMw.cuuskQ7X_1QBEVAEIO8-NQErEkSMYTsFhAAO1Kuvgs8&dib_tag=se&qid=1737641860&s=computers&sr=1-891&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Dell,Dell India Pvt Ltd,Inspiron,Black,Laptop,21 Millimeters,35.8 Centimeters,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,23.5 x 35.8 x 2.1 cm; 1.65 kg,1 Lithium Ion batteries required. (included),New Inspiron 15,Intel,Core i5,3.3 GHz,1,8 GB,DDR4,DDR4 SDRAM,16 GB,2666 MHz,1256 GB,SSD,,,Intel UHD Graphics,Intel,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",,1,2,,11.1 Volts,,0.92 MP,Battery Powered,Windows 10,,4 Hours,Yes,2.6 Watt Hours,3,"User Manual, Laptop, Charger & Adapter",,1 kg 650 g,B0BH4T6T6Z,"3.8
130 ratings
3.8 out of 5 stars","#39,995 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,142 in Traditional Laptops",03-Oct-22,Dell India Pvt Ltd,Dell India Pvt Ltd,23.5 x 35.8 x 2.1 Centimeters,1 Count,Laptop,,,5400 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HP Probook Laptop 640G3 7th Generation Intel Core i5-7200u Processor , 4 GB Ram & 128 GB SSD, 14 Inches Notebook Computer","16,990",https://www.amazon.in/HP-Generation-i5-7200u-Processor-Notebook/dp/B0BDVQDYRC/ref=sr_1_892?dib=eyJ2IjoiMSJ9.HcYCJcphn7toLwzIFA3lPmTCAxurCfmwgjMBEYLRboupZadnGSfatTufQNB_-g9a1nBW2_d9WUErjhsNSg_5oTb1GBQVL3nDmCgJVporzgZLAYJZ3BOIaqJqs35Pjups8tnhZWsENjKxu521LEDhkrF7bwb640vukGndlKMQLOXlZAKsKaPh8R8XM-9gk9t_0p1zy7K0PL5HYqtyQch4yyiI5nYlzoIoyE3sIz08rjassO2FFtd5dSb78N4HtfbTvUspBM3CgSd2dZg5znKEaoVvTZtoTE1cBB1HCzaG4lMRYp_cySLOZdT6c-WCSImm2MisDw73GN8BksmrnFbKm6fyUzpegxPWyCfHp8PHdMw.cuuskQ7X_1QBEVAEIO8-NQErEkSMYTsFhAAO1Kuvgs8&dib_tag=se&qid=1737641860&s=computers&sr=1-892&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,HP,HP,640G3-cr,,Notebook,2.5 Centimeters,34.5 Centimeters,14 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,24 x 34.5 x 2.5 cm; 1.8 kg,,640G3-i5-4-128-cr,Intel,Core i5 7200U,2.5 GHz,1,4 GB,DDR4,,64 GB,,128 GB,SSD,Headphones,,,Intel,Integrated,DDR SDRAM,4 GB,Integrated,Wi-Fi,,2,4,,,DVD-R,,Battery Powered,Windows 10 Pro,,,No,,,"Laptop, Charger",India,1 kg 800 g,B0BDVQDYRC,"5.0
1 rating
5.0 out of 5 stars","#46,904 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,378 in Traditional Laptops",10-Sep-22,,,24 x 34.5 x 2.5 Centimeters,1.00 count,,,,5400 RPM,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Dell Latitude 5290 8th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/12.5"" (31.8 cm) HD Display/Windows 11/MS Office/WiFi/BT/Intel UHD Graphics)","18,300",https://www.amazon.in/Refurbished-Dell-Latitude-Display-Graphics/dp/B0CY5F5PP1/ref=sr_1_893?dib=eyJ2IjoiMSJ9.HcYCJcphn7toLwzIFA3lPmTCAxurCfmwgjMBEYLRboupZadnGSfatTufQNB_-g9a1nBW2_d9WUErjhsNSg_5oTb1GBQVL3nDmCgJVporzgZLAYJZ3BOIaqJqs35Pjups8tnhZWsENjKxu521LEDhkrF7bwb640vukGndlKMQLOXlZAKsKaPh8R8XM-9gk9t_0p1zy7K0PL5HYqtyQch4yyiI5nYlzoIoyE3sIz08rjassO2FFtd5dSb78N4HtfbTvUspBM3CgSd2dZg5znKEaoVvTZtoTE1cBB1HCzaG4lMRYp_cySLOZdT6c-WCSImm2MisDw73GN8BksmrnFbKm6fyUzpegxPWyCfHp8PHdMw.cuuskQ7X_1QBEVAEIO8-NQErEkSMYTsFhAAO1Kuvgs8&dib_tag=se&qid=1737641860&s=computers&sr=1-893&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,Dell,Dell,Dell Latitude,Black,Standard Laptop,,,12.5 Inches,1366 x 768,1366 x 768 Pixels,,1 Lithium Ion batteries required. (included),,Intel,Intel Core i5,1.6 GHz,1,,DDR4,,16 GB,,256 GB,SSD,Headphones,,,Intel,Integrated,Shared,,,"Bluetooth, Wi-Fi",,,,1,,,,,Windows,,,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",,1 kg 500 g,B0CY5F5PP1,"3.4
95 ratings
3.4 out of 5 stars","#41,400 in Computers & Accessories (See Top 100 in Computers & Accessories)
#54 in Top Rated Renewed Products
#1,189 in Traditional Laptops",15-Mar-24,,,,1.00 count,,50.1 x 29.7 x 8.2 cm; 1.5 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Chromebook Plus x360 14, Intel Core i3-N305, ChromeOS, 14-inch (35.6 cm), FHD, Touchscreen, 8GB LPDDR5, 256GB UFS, Intel UHD Graphics, 1080p FHD Camera w/Privacy Shutter (Silver, 1.37 kg) cd0014TU","50,990",https://www.amazon.in/HP-Chromebook-ChromeOS-Touchscreen-Graphics/dp/B0D62JVCGT/ref=sr_1_894?dib=eyJ2IjoiMSJ9.HcYCJcphn7toLwzIFA3lPmTCAxurCfmwgjMBEYLRboupZadnGSfatTufQNB_-g9a1nBW2_d9WUErjhsNSg_5oTb1GBQVL3nDmCgJVporzgZLAYJZ3BOIaqJqs35Pjups8tnhZWsENjKxu521LEDhkrF7bwb640vukGndlKMQLOXlZAKsKaPh8R8XM-9gk9t_0p1zy7K0PL5HYqtyQch4yyiI5nYlzoIoyE3sIz08rjassO2FFtd5dSb78N4HtfbTvUspBM3CgSd2dZg5znKEaoVvTZtoTE1cBB1HCzaG4lMRYp_cySLOZdT6c-WCSImm2MisDw73GN8BksmrnFbKm6fyUzpegxPWyCfHp8PHdMw.cuuskQ7X_1QBEVAEIO8-NQErEkSMYTsFhAAO1Kuvgs8&dib_tag=se&qid=1737641860&s=computers&sr=1-894&xpid=7kLlIrVHD4MiK,23-01-2025 20:08,HP,HP,14b-cd0014TU,Chromebook x360 i3 N305 8GB 256GB,"Laptop, Chromebook",44.9 Centimeters,31.1 Centimeters,35.6 Centimetres,1920 x 1080 pixel,,7 x 31.1 x 44.9 cm; 2.13 kg,1 Lithium Polymer batteries required. (included),A95C6PA,Intel,Intel Core i3,3.8 GHz,1,,Lpddr 5,,8 GB,,,,,,,Intel,Integrated,GDDR5,8 GB,Integrated,"Bluetooth, Wi-Fi",,,,,,,,,Chrome OS,,,Yes,47 Watt Hours,2,"Laptop, Charger, User Manual",China,2 kg 130 g,B0D62JVCGT,"3.0
2 ratings
3.0 out of 5 stars","#51,224 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,528 in Traditional Laptops",04-Jun-24,HP India Sales Pvt. Ltd.,HP India Sales Pvt. Ltd.,7 x 31.1 x 44.9 Centimeters,1 Count,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
