title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Computer Memory Type,tech_Maximum Memory Supported,tech_Hard Drive Size,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of USB 3.0 Ports,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_Resolution,tech_Memory Clock Speed,tech_Audio Details,tech_Speaker Description,tech_Number of USB 2.0 Ports,tech_Optical Drive Type,tech_Power Source,tech_Hardware Platform,tech_Package Dimensions,tech_Average Battery Standby Life (in hours),tech_Hard Disk Rotational Speed,tech_Number of Lithium Metal Cells,tech_Lithium Battery Weight,tech_Rear Webcam Resolution,tech_Front Webcam Resolution,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Number of Ethernet Ports,tech_Number of Audio-out Ports,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Refresh Rate,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device type
"(Refurbished) Dell Latitude E7470 6th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM|512 GB SSD|14"" (35.6 cm) HD|Windows 11|MS Office|WiFi|BT|Intel HD Graphics)","19,999",https://www.amazon.in/Refurbished-Dell-Latitude-Windows-Graphics/dp/B0DPH9C47C/ref=sr_1_270?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-270&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Dell,Dell,Dell Latitude,,,,,14 Inches,,,1 12V batteries required. (included),,Intel,Intel Core i5,2.4 GHz,1,,DDR4,,16 GB,,SSD,,,Intel,Integrated,Shared,,,,,,,,,Windows,,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",,1 kg 700 g,B0DPH9C47C,"4.0
1 rating
4.0 out of 5 stars","#10,697 in Computers & Accessories (See Top 100 in Computers & Accessories)
#31 in Renewed Store.
#342 in Traditional Laptops",03-Dec-24,,,,1.00 count,,1366 x 768 Pixels,,,,,,,,45 x 35 x 15 cm; 1.7 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8‑core CPU and 10‑core GPU, 24GB Unified Memory, 512GB) - Space Gray","1,47,990",https://www.amazon.in/Apple-MacBook-13-inch-10%E2%80%91core-Unified/dp/B0DLHH4BJ9/ref=sr_1_271?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-271&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,,Apple,,,,,,,,,,MC8M4HN/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,Not Applicable for Apple (Always),"(If applicable) Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",,1 Count,"13-inch MacBook Air (M3, 2024)",,,,,,,,,37.79 x 28.6 x 8.2 cm; 1.24 kg,,,,,,,B0DLHH4BJ9,"Apple, Apple Inc, One Apple Park Way, Cupertino, CA 95014, USA. or Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",1 kg 240 g,"13-inch MacBook Air with M3 chip 1N, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2m) 1N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer One 14 AMD Ryzen 3 3250U Processor (8GB RAM/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Laptop Z2-493 with 35.56 cm (14.0"") HD Display","24,980",https://www.amazon.in/Acer-Processor-Graphics-Windows-Z2-493/dp/B0C3R5VWP3/ref=sr_1_272?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-272&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Acer,Z2-493,Acer One 14 Z2-493,Light Rose Gold,laptop,46.6 Centimeters,8.8 Centimeters,14 Inches,1366 x 768 pixel,46.6 x 8.8 x 46.6 cm; 1.5 kg,1 Lithium Ion batteries required. (included),Z2-493,AMD,Ryzen 3 3250U,2.6 GHz,1,8 GB,DDR4,DDR4 SDRAM,32 GB,,SSD,Solid State,AMD Radeon Graphics,AMD,Integrated,DRAM,8 GB,Integrated,Wi-Fi,802.11ac,3,1,,36 Watt Hours,Windows 11 Home,,Yes,36 Watt Hours,3,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",,1 kg 500 g,B0C3R5VWP3,"3.6
205 ratings
3.6 out of 5 stars","#16,511 in Computers & Accessories (See Top 100 in Computers & Accessories)
#487 in Traditional Laptops",09-Mar-23,"Clevo, KAPOK COMPUTER(KUNSHAN) CO.LTD, NO.200 The Second Street Kunshan Export Processing Zone, JIANGSU, KUNSHAN ,215300 CHINA","ACER INDIA PRIVATE LIMITED Embassy Heights, 6th Floor, No. 13 Magrath Road, Next to HOSMAT Hospital, Bangalore, INDIA – 560025",46.6 x 8.8 x 46.6 Centimeters,1 Count,Laptops,1366 X 768 (HD) Pixels,,Speakers,,,,Battery Powered,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/500 GB HDD/12.5"" (31.8 cm)/Windows 10 Pro/MS Office/WiFi/Bluetooth 4.0/Webcam/Intel HD Graphics)","12,998",https://www.amazon.in/Renewed-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0B6G927MG/ref=sr_1_273?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-273&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,Lenovo,Lenovo ThinkPad L450-cr,black,Laptop,1 Inches,9 Inches,12.5 Inches,1366 x 768,33.02 x 22.86 x 2.54 cm; 1.5 kg,1 Lithium Ion batteries required. (included),Lenovo ThinkPad-cr,Intel,Intel Core i5,2.2 GHz,1,8 GB,DDR3L,DDR3 SDRAM,8 GB,500 GB,HDD,Serial ATA-300,Intel HD 5500,Intel,Integrated,DDR3 SDRAM,,Integrated,"Bluetooth, Wi-Fi",,2,,,,Windows 10 Pro,1.5 Hours,Yes,55 Watt Hours,4,"Laptop,Battery,Power Cord",India,1 kg 500 g,B0B6G927MG,"3.0
20 ratings
3.0 out of 5 stars","#6,020 in Computers & Accessories (See Top 100 in Computers & Accessories)
#26 in Valentine's Day (Amazon Renewed)
#193 in Traditional Laptops",13-Jul-22,,,33 x 22.9 x 2.5 Centimeters,1.00 count,Business Laptop,HD (1366 X 768) Pixels,,Headphones,Integrated high quality speakers,,No Optical Drive,ac,Windows,,,5400 RPM,,50 Grams,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple 2024 MacBook Pro Laptop with M4 chip with 10‑core CPU and 10‑core GPU: Built for Apple Intelligence, 35.97 cm (14.2″) Liquid Retina XDR Display 16GB Unified Memory, 1TB SSD Storage; Space Black","1,82,990",https://www.amazon.in/Apple-2024-MacBook-Laptop-10%E2%80%91core/dp/B0DLHGCDH3/ref=sr_1_274?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-274&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,,Apple,,,,,,,,,,MW2V3HN/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,Not Applicable for Apple (Always),"(If applicable) Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",,1 Count,"14-inch MacBook Pro (M4, 2024)",,,,,,,,,40.1 x 30.5 x 9.7 cm; 1.55 kg,,,,,,,B0DLHGCDH3,"Apple, Apple Inc, One Apple Park Way, Cupertino, CA 95014, USA. or Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",1 kg 550 g,"USB-C Power Adapter, USB-C to MagSafe 3 Cable (2m) 1N, 14-inch MacBook Pro 1N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Zenbook Duo OLED (2024), Dual Screen Laptop, 14"" (35.56cm) FHD OLED Touch Display, Intel Core Ultra 7 155H, Built-in AI, (32GB/1TB SSD/Intel Arc Graphics/Win11/Gray/1.65 Kg), UX8406MA-QL761WS","1,59,990",https://www.amazon.in/ASUS-Zenbook-35-56cm-Graphics-UX8406MA-QL761WS/dp/B09TKJQ7T4/ref=sr_1_275?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-275&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,ASUS,ASUS,ASUS Zenbook Duo OLED,"Grey, With Offer",Ultra-Portable,45.5 Centimeters,29.7 Centimeters,14 Inches,1920 x 1200 pixels,10 x 29.7 x 45.5 cm; 1.65 kg,1 Lithium Ion batteries required. (included),UX8406MA-QL761WS_WO,Intel,Core i7,1.4 GHz,16,32,"LPDDR5X, LPDDR5X, LPDDR5X",SDRAM,32 GB,1 TB,SSD,Solid State,Intel® Arc™ Graphics,Intel,Integrated,Shared,,Integrated,Wi-Fi,"Bluetooth, 802.11ax",1,1,20 Volts (DC),65 Watts,Windows 11 Home,9 Hours,Yes,90 Watt Hours,4,"Laptop Adapter, User Manual, Stylus Pen & Sleeve",China,1 kg 650 g,B09TKJQ7T4,"5.0
1 rating
5.0 out of 5 stars","#8,092 in Computers & Accessories (See Top 100 in Computers & Accessories)
#4 in 2 in 1 Laptops",11-Mar-24,"DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",10 x 29.7 x 45.5 Centimeters,1 Count,Laptop,1920 x 1200,,"Headphones, Speakers","Smart Amp Technology, Built-in speaker, Built-in array microphone, harman/kardon (Premium)",,No Optical Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/1 TB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","37,990",https://www.amazon.in/Acer-Premium-Windows-AL15-41-Display/dp/B0CKLWMKYX/ref=sr_1_276?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-276&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Acer,Acer,Aspire Lite,Steel Gray,Clamshell,,,15.6 Inches,1920 x 1080 pixels,,1 A batteries required. (included),AL15-41,AMD,Ryzen 5,2.1 GHz,1,16 GB,DDR4,DDR4 SDRAM,32 GB,,SSD,Solid State,AMD Radeon Graphics,AMD,Integrated,DDR4 SDRAM,,Integrated,Wi-Fi,,2,1,19 Volts,65 Watts,Windows 11 Home,,Yes,36 Watt Hours,3,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",China,1 kg 590 g,B0CKLWMKYX,"3.9
53 ratings
3.9 out of 5 stars","#8,625 in Computers & Accessories (See Top 100 in Computers & Accessories)
#275 in Traditional Laptops",06-Oct-23,"ACER INDIA PRIVATE LIMITED, RS No.38/2, Sedarpet Village, Villanur Commune, Poducherry - 605111.","ACER INDIA PRIVATE LIMITED Embassy Heights, 6th Floor, No. 13, Magrath Road, Next to HOSMAT Hospital, Bangalore, INDIA – 560025",,1 Count,Laptop,1920 x 1080 Pixels,,Speakers,,2,,,,48.1 x 32.7 x 8.7 cm; 1.59 kg,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 15s, 12th Gen Intel Core i7-1255U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, Thin & Light (Win 11, MSO 2021, Silver, 1.69 kg), fq5190TU","67,990",https://www.amazon.in/HP-i7-1255U-15-6-inch-Graphics-fq5190TU/dp/B0C3D99LTP/ref=sr_1_277?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-277&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,HP,HP,15s-fq5190TU,Natural Silver,Netbook,52.5 Centimeters,7.3 Centimeters,39.6 Centimetres,1920 x 1080 pixels,52.5 x 7.3 x 52.5 cm; 1.7 kg,1 Lithium Ion batteries required. (included),15s-fq5190TU,Intel,Core i7,4.7 GHz,1,16 GB,DDR4,,16 GB,512 GB,SSD,,Intel Iris Xe Graphics,Intel,Integrated,VRAM,,Integrated,"Bluetooth, Wi-Fi",,2,1,,,Windows 11 Home,7 Hours,Yes,41 Watt Hours,3,"Laptop, Power Adapter, User Manual",China,1 kg 700 g,B0C3D99LTP,"3.7
111 ratings
3.7 out of 5 stars","#14,864 in Computers & Accessories (See Top 100 in Computers & Accessories)
#438 in Traditional Laptops",24-Apr-23,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",52.5 x 7.3 x 52.5 Centimeters,1 Piece,Laptop,1920 x 1080 Pixels,3200 GHz,"Headphones, Speakers",Dual speakers,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16"" (40.6cm) 2.5K IPS 350Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD 1080p Camera/Alexa/3 Month Game Pass/Grey/1.89Kg), 82XF0077IN","73,490",https://www.amazon.in/Lenovo-IdeaPad-350Nits-Backlit-82XF0077IN/dp/B0CNK232CB/ref=sr_1_278?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-278&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,Lenovo,IdeaPad Slim 5 16IRL8,Cloud Grey,Ultra-Portable,50.7 Centimeters,32.8 Centimeters,16 Inches,Illy,7.7 x 32.8 x 50.7 cm; 1.89 kg,1 Lithium Polymer batteries required. (included),82XF0077IN,Intel,Core i5,2.6 GHz,12,16 GB,Lpddr 5,DDR5 RAM,16 GB,1 TB,SSD,PCIE x 4,Intel Iris Xe Graphics,Intel,Integrated,Shared,,Integrated,Wi-Fi,Bluetooth,4,1,,65 Watts,Windows 11 Home,9 Hours,Yes,75.4 Watt Hours,3,Laptop,China,1 kg 890 g,B0CNK232CB,"4.0
67 ratings
4.0 out of 5 stars","#8,352 in Computers & Accessories (See Top 100 in Computers & Accessories)
#265 in Traditional Laptops",17-Nov-23,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",7.7 x 32.8 x 50.7 Centimeters,1 Piece,Laptop,2560 x 1600 Pixels,,"Headphones, Speakers","Stereo speakers, 2W x2, optimized with Dolby Audio",,No Optical Drive,,,,,,,,,1080 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 15s, 12th Gen Intel Core i7-1255U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, Thin & Light (Win 11, MSO 2021, Silver, 1.69 kg), fq5190TU","67,990",https://www.amazon.in/HP-i7-1255U-15-6-inch-Graphics-fq5190TU/dp/B0C3D99LTP/ref=sr_1_289?dib=eyJ2IjoiMSJ9.aFeFZpXXliEf87mbZ38Wt7kaK6Ot3EoiEHvgRTCzTy-tV48EI4GvNKsohBx7DlqbYHZ-HQYrRw_P-pANPN7ChZ4rKF0y2Tgsp4b6k6zp-gn7RJZ3cmwThBIC54thlstAFMCE1Z7ucSC7rBLuoBzVbG_qR5F34o23co5wVl7Q7jHkhSd5rPcuPbvORSrmzGhZ_rOSGJ9tkL-j9pFt0s09snwR8AAn5MGEECRWa9uc7nDq5hqS_IA-7a83ElA1wQkvEywbYpVVCeeh5HGHfp74Il-aXJKWnp9A_f7kmLwgWBQdbAsFOk4kWz55I9PQLStwFXSNWR1mBsOHStcuTniKuLssHRVE9WjJsuHBIR9KCiA.riKQNt7waVmuSueufD-g-bkQcjC6rXIx4wXf8gdkMxI&dib_tag=se&qid=1737556338&s=computers&sr=1-289&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,HP,HP,15s-fq5190TU,Natural Silver,Netbook,52.5 Centimeters,7.3 Centimeters,39.6 Centimetres,1920 x 1080 pixels,52.5 x 7.3 x 52.5 cm; 1.7 kg,1 Lithium Ion batteries required. (included),15s-fq5190TU,Intel,Core i7,4.7 GHz,1,16 GB,DDR4,,16 GB,512 GB,SSD,,Intel Iris Xe Graphics,Intel,Integrated,VRAM,,Integrated,"Bluetooth, Wi-Fi",,2,1,,,Windows 11 Home,7 Hours,Yes,41 Watt Hours,3,"Laptop, Power Adapter, User Manual",China,1 kg 700 g,B0C3D99LTP,"3.7
111 ratings
3.7 out of 5 stars","#14,864 in Computers & Accessories (See Top 100 in Computers & Accessories)
#438 in Traditional Laptops",24-Apr-23,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",52.5 x 7.3 x 52.5 Centimeters,1 Piece,Laptop,1920 x 1080 Pixels,3200 GHz,"Headphones, Speakers",Dual speakers,,,,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
